idx,rA,rB,n,d
510,-0.0037042671249166454,-0.0015764636767517048,30,0.0021278034481649406
511,-0.0007862536576510629,0.001297386754289435,30,0.0020836404119404977
512,-0.0006328543106723372,-0.0013995943118626693,30,-0.000766740001190332
513,-0.008969715566290054,-0.0038633369671235026,29,0.005106378599166551
514,0.0027730203641478774,0.0016506731758611306,28,-0.0011223471882867468
515,0.01712463706210823,0.006600981073096392,23,-0.010523655989011838
516,-0.0019968907869588512,-0.0016471519672402641,24,0.0003497388197185871
517,-0.0008226970221025769,-0.0038917150842343157,28,-0.0030690180621317387
518,0.01725119280225999,0.005698120538278737,26,-0.011553072263981253
519,-0.0015758869461742263,-0.0008681382162391148,31,0.0007077487299351115
520,0.01446279687479845,0.007457004151305881,37,-0.00700579272349257
521,-0.0069918102599472245,-0.0021607686037842127,47,0.004831041656163012
522,0.00041715400475917513,-0.00197237476257642,48,-0.002389528767335595
523,0.010621937037306038,0.0057122104763558754,49,-0.004909726560950163
524,-0.0064700792159124295,-0.003358108635428866,52,0.0031119705804835635
525,-0.004445756114385391,-0.005183459599234844,56,-0.0007377034848494524
526,0.003036183473439426,0.001428010042806906,68,-0.0016081734306325202
527,0.005438331525219263,0.006436998229837099,71,0.000998666704617836
528,-0.002680384797759126,-0.004013492093888,70,-0.001333107296128874
529,-0.0019677292497598258,0.00017232487522429786,73,0.0021400541249841235
530,-0.0032006755022306803,-0.004046531757104549,74,-0.0008458562548738688
531,-0.00020945136595550707,0.000758167619237266,81,0.000967618985192773
532,-0.007862111848875948,-0.005106584511998227,81,0.0027555273368777217
533,0.003765912762331723,0.0006052240326033566,79,-0.0031606887297283663
534,0.004091928015765721,0.0012312328302317994,81,-0.0028606951855339215
535,0.0009308088008123314,0.0005932489830543563,80,-0.000337559817757975
536,-0.001541684972613145,-0.0015075235913662877,83,3.416138124685722e-05
537,-0.00494322761833346,-0.0018225388456897555,84,0.003120688772643704
538,0.005052458829189916,0.001928131195403071,83,-0.0031243276337868447
539,0.0005029452930204577,0.00017943135938642676,87,-0.00032351393363403097
540,0.0005811999009898075,0.0008372299797109746,89,0.00025603007872116704
541,0.0062591052290900066,0.0037327805989053227,90,-0.002526324630184684
542,-0.003076835370228431,-0.002393391111511362,90,0.0006834442587170687
543,0.00966513711933807,0.007415273626980063,90,-0.0022498634923580063
544,-0.0007554504603668597,0.0005864378883370951,93,0.0013418883487039549
545,0.0009959283140900353,6.090570650424167e-05,96,-0.0009350226075857936
546,-0.006122987193624162,-0.0025723866919947686,96,0.003550600501629393
547,-0.011051679458661942,-0.007169838668497966,95,0.003881840790163976
548,-0.004492551432812663,-0.002479873446869785,97,0.002012677985942878
549,0.004934000845003655,0.0026810541295151083,97,-0.0022529467154885465
550,0.0007394101909956816,0.0007653635135174489,96,2.5953322521767215e-05
551,0.001143369487209736,0.0013739512845560228,96,0.00023058179734628675
552,0.002178755561947537,0.002278497032757089,97,9.974147080955191e-05
553,0.0073508426508790085,0.004112314925004158,97,-0.0032385277258748504
554,-0.006451432177530382,-0.006889832828562406,97,-0.00043840065103202455
555,0.007268200565732022,0.0031915107209258727,98,-0.004076689844806149
556,0.00448304456244038,0.0014581848051703366,94,-0.0030248597572700435
557,-0.004671879351442689,-0.002637814003880306,90,0.002034065347562383
558,0.003571590831937449,0.002101612110779467,92,-0.0014699787211579821
559,0.004537512807509369,0.002609881095239219,88,-0.00192763171227015
560,0.009085909153177479,0.0048367799944562745,83,-0.0042491291587212045
561,0.002751883725134502,0.0016054976781075664,74,-0.0011463860470269356
562,-0.0003908848028634181,0.0013604923076108,73,0.001751377110474218
563,0.011213233659472613,0.005111477608190066,71,-0.0061017560512825475
564,-0.003237359743879125,-0.002686330029369185,68,0.0005510297145099401
565,0.006637656120669215,0.0023970059985745813,64,-0.004240650122094633
566,-0.005343359500342108,-0.0005675766470418145,52,0.004775782853300293
567,-0.004489746389163871,-0.0033769755091627163,48,0.0011127708800011543
568,-0.001959034276905874,-0.0021969174452700587,48,-0.00023788316836418494
569,0.008217320233931041,0.0038319293310153366,45,-0.004385390902915705
570,-0.00021608245664393605,-0.00014730726086244585,44,6.87751957814902e-05
571,-0.0013089605451976102,-0.0008578662281651445,36,0.0004510943170324657
572,-0.003082270053883745,-0.001071273264301003,35,0.002010996789582742
573,-0.0010685591613576056,-0.00038036936881417547,35,0.0006881897925434302
574,0.0035208098122424133,0.0006287405928810605,33,-0.0028920692193613526
575,-0.0028802328776415726,0.0018080102159594184,31,0.0046882430936009915
576,0.010230668693840159,0.0015980260625406853,28,-0.008632642631299474
577,0.004769747660807117,0.001534551236291777,31,-0.0032351964245153396
578,0.0008452900164915782,-0.0007227145724787566,36,-0.0015680045889703348
579,0.009355556974197321,-0.001189165997402793,34,-0.010544722971600114
580,0.00012047008787052782,0.004077300843007459,35,0.003956830755136931
581,0.004187000568586354,-0.0011385244434218495,35,-0.005325525012008204
582,-0.0019008705475347999,-0.0009142779315466753,40,0.0009865926159881246
